Text,Feature,Sentiment,,,,,,,,,,,,,,,,,,,,,,,
নামেই পরিচয় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সুখ্যাত বেকারি ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আশের টান ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
পুরা বাটা ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ঝুরা ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
একাকার স্বাদ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বড় বড় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টানা  ৯ বছর ধরে রমজান স্পেশাল  হালিম খাই প্রথম রোজার প্রথম ইফতারেই,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অনেকাংশেই নেই ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অবনতি ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মহা খুশি ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জবরদস্ত ,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দাম বারাইসে ,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাড়াইসে,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ভ্লগে এমন ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
থাকিনা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
অর্ডার,delivery_method,Neutral,,,,,,,,,,,,,,,,,,,,,,,
একটা পাইসি  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পাইসেন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নিয়েছিলাম,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টপাটপ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ব্র‍্যাঞ্চ ,Branch,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ভিন্নতা আছে,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
জিভে লাগলে,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ভালবাসা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
disappointed ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 wait  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 লাইন,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সিরিয়াসল গত কাল অনেক try করসি  পাইলাম না,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
same ,time,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কয়টা,time,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পেট ব্যাথা করবে   না দিলে,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 শুধু,quantity,Negative,,,,,,,,,,,,,,,,,,,,,,,
 লাইনে ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
মিস ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
বড় বড় ন,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
তিক্ততার স্বাদ ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পানি মিলাইতে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অবনতি ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
শেষ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
শেষ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
আনন্দ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বরবাদ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কেমন হইসে,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
নাস্তা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
প্রোপারভাবে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
১নম্বর আইটেম  ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেরা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল লাগে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফ্রোজেন ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পানি আইয়া পড়ছে  ,time,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কিনে ,time,Positive,,,,,,,,,,,,,,,,,,,,,,,
যেতে হবে  ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মান কমেছে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খুবই প্রিয় ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অফারে ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অনেকটাই লস্ট,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
একটু সাটল ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দায়িত্বের,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রবলেম ফাইন্ডিং সলিউশন,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
তৎপর ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 মাক্ষন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অপছন্দের ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
তেমনি  ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বলার ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 আরেকটু ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খতরনাক,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
কব্জি ডুবিয়ে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভুল ত্রুটি ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কিছু হইলো,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সেরা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
অকল্পনীয় নোংরার ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যাওয়া হয়নাই  ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাজে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
অফ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 রেগুলার,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
অইখানে  নাই,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অসাধারন ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
দীর্ঘস্থায়ী ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 গোল্লায় ,Food/price,Negative,,,,,,,,,,,,,,,,,,,,,,,
  সুস্বাদু,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালো খাওয়া,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সুখ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেই ,location,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 স্বাদ ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
পার্থক্য ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মুক্তির ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বেশি মজার  ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্রায়ই ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালোবাসা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেশী মিস ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বাইট,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বাজে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সবার ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
প্রবলেম ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বোঝাইতেই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 নিতেই হবে,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
কমতি ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
পছন্দ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ছিল না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খুব ভাল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
চলে আসল ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
পার্সেল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 প্লাস্টিকের টুকরো ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 guest বলে কথা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 যাতে না হয়,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কখনোই না ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 লজ্জ্বাকর ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
  ঠিকঠাক ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খেলাম,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ব্যাস্ততা,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সার্ভ ,Service,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সময় লাগসে,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
শিক্ষিত ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
 খারাপ,behavior,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ঠিক টাক,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দশে দশ ,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
অনেক ভালো,behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ওয়ান টাইম গ্লাস ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মরা মুরগির,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
গ্লাসগুলো ধুয়ে ,ambience/food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো ই,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ছোট,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
পিপড়া ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
পোকা ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ইয়াক ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
এটা চলছে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দেরী ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মজা,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 স্পীড,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
অস্বাভাবিক ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
অর্ডার ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
মশার কামড়,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাজে সার্ভিস ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
মিনিট লাগে ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 নুন্নতম যোগ্যতা ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মেনেজমেন্ট নাই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
  গিয়েছিলাম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
সার্ভিস ভালো না ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 হেলাফেলা ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
আশাহত ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অপেক্ষা ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ডিসাপয়েন্টেড,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
স্লো ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
লাগবে,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
পারবেনা,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
চোখের সামনে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
৫০ মিনিট ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ফাজলামি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
খাবার পেলাম ১ ৫৫ ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 অপেক্ষা ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
খোলার কথা ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 সমস্যা ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 ভোল্টেজ কমা বাড়া ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 গরমে সিদ্ধ ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ঠিকঠাকই ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সমস্যা ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
চলছিলো,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দরকার ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বসলাম,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
দেরি ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ক্লোজড ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভালো আর ভালো ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো ছিল,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফ্যান,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
বিরক্ত হ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
মুখ খুললেই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 তৃপ্তি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অস্তিত্ব ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
খারাপ স্মৃতি  ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বার্গার লেটুস ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
সত্যি কিছু ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কিছু পালটায়নি,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
  কল্যানে,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
কথা রাখে নাই,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আশানুরুপের ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
প্লেস ,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
সিলগালা  ,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
ক্ষতিকর ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মজা ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাজে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মান উন্নত ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মজার ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আনলিমিটেড ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসাধারন,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খেয়ে জানলাম,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
টাকা নষ্ট ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
খারাপ ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সুন্দর জায়গা,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
আইটেম ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কিনা জানিনা,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পচা,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালো হতো,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
কয়েকজন ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 চমৎকার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 refill না ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 স্বাদ ভাল,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 দেরি ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পদ শেষ ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
গিয়েছিলাম ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 অসাধারণ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেশ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টেস্ট ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 লাভ করতো,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 দেয়া যেতো,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 থাকা উচিত,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সাধারন ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
মান সম্পন্ন,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব সুন্দর ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
আরো বাড়ানো,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
দেয়া উচিত,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
রেটিং না,rating,Negative,,,,,,,,,,,,,,,,,,,,,,,
মান ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
বেশ কিছুদিন,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
যোগ করলে ,quanlity,Neutral,,,,,,,,,,,,,,,,,,,,,,,
 খারাপ ,Service,Negative,,,,,,,,,,,,,,,,,,,,,,,
গরম ,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 মোটামুটি ,Food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ধন্যবাদ ,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
মজাদার ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
চেয়ে চেয়ে,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঘোড়ার মুতের মতো,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
জাতের না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভালোই লাগলো,ambience/food,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাবার পরিবেশন  খাবার  সাদ দুইটাই ভালো,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
পরিবেশ ,Enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
ব্যাবহারের ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সার্ভিস ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
দুরে যেতে হয় না,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভালোবাসার জায়গা  ,place,Positive,,,,,,,,,,,,,,,,,,,,,,,
খেয়েছি,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অত্যন্ত চিপ ,quality,Negative,,,,,,,,,,,,,,,,,,,,,,,
ঘুমাতে পারিনি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পেট খারাপ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাথরুমে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
ব্যবহার ,Behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মোটামানুষের ,Space,Negative,,,,,,,,,,,,,,,,,,,,,,,
সত্য  সৎচরিএ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
মুখে লেগে ,food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
প্রশংসা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সস দিতেই হয়,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
  কষ্ট,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 প্রসংশনীয়,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুবিধাজনক,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 সাফল্য ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
আড্ডা,"Food, Enviroment",Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব মজার,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফাউল সার্ভিস,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভাল হবে,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল ছিল,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
কিছু বলতে চাইনা,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ফেরত আসছি,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 আইটেম,food/ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 শান্ত,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজার প্লেস,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
মূল্যও পরিশোধ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
সাফল্য কামনা ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খাইতে বলিব,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেদিন গিয়াছিলাম  ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 বেস্ট  এনভায়রনমেন্ট ,Enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কয়েক জায়গার ফিল,Place,Positive,,,,,,,,,,,,,,,,,,,,,,,
ব্যবহার ভাল,Behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
পরিবর্তন করা ,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
রুচি সম্মত জায়গা,Enviroment,Positive,,,,,,,,,,,,,,,,,,,,,,,
 পারবো না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
আফছোস  ,place,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ভালো ব্যাপার ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
 যত্নের ছাপ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাব দেখাই,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ভিতরে জিরু,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
একটু বেশি,price,Negative,,,,,,,,,,,,,,,,,,,,,,,
ভ্যাট নাই ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালা,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খাবারের জন্য না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বারকোডে যায় ,ambience/behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
 আচরণ ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মাস নেই  যায় নি ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
  সার্ভিসের জন্য,Service,Positive,,,,,,,,,,,,,,,,,,,,,,,
পিস  বড় ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
৫ স্টার  ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 খুবি ভালো,price,Positive,,,,,,,,,,,,,,,,,,,,,,,
 কম হইলে ,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 জনপ্রিয় ,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 নামে ই ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 বাজে ,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 ফ্লেভার কম ,taste,Neutral,,,,,,,,,,,,,,,,,,,,,,,
ভাল লাগেনি ,service,Negative,,,,,,,,,,,,,,,,,,,,,,,
 পাওয়া যায় না,food,Negative,,,,,,,,,,,,,,,,,,,,,,,
অসুবিধা,ambience,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গাদাগাদি ,place,Negative,,,,,,,,,,,,,,,,,,,,,,,
 গন্ধও নাই,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
তুলনা হয় না,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
নেক হায়াত ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভালো যায়গা,place,Positive,,,,,,,,,,,,,,,,,,,,,,,
নিসন্দেহে,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 তেল বেশি,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
 কোনরকম,anecdotes/miscellaneous,Neutral,,,,,,,,,,,,,,,,,,,,,,,
পার্থক্য,Food,Negative,,,,,,,,,,,,,,,,,,,,,,,
 টেস্ট ৭০ ,Food,Neutral,,,,,,,,,,,,,,,,,,,,,,,
সম্পূর্ণ মেজবানি না,anecdotes/miscellaneous,Negative,,,,,,,,,,,,,,,,,,,,,,,
বাস্তবে রুপ ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 টেষ্ট ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসাধারন ,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
সেরা মেজ্জান,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
তৃপ্ত,Food,Positive,,,,,,,,,,,,,,,,,,,,,,,
ফ্রেশ ,food/behavior,Positive,,,,,,,,,,,,,,,,,,,,,,,
মান ভালো,service,Positive,,,,,,,,,,,,,,,,,,,,,,,
 ভাল সার্ভিস,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
খুব ভাল লাগছে,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
অসাধারণ পরিবেশ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুন্দর পরিবেশ,ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
ভাল খাবার ,Food/ambience,Positive,,,,,,,,,,,,,,,,,,,,,,,
সুশীল ,food,Positive,,,,,,,,,,,,,,,,,,,,,,,
 মজা ,anecdotes/miscellaneous,Positive,,,,,,,,,,,,,,,,,,,,,,,
